text,intent
tengo una deuda de 51 900 necesito el detalle de esta deuda mi numero es 945103762,KGB_QUIEROPAGAR
No puedo ingresar a mi sucursal virtual me envia clave a mi celular y me lo robaron,KGB_REGISTRARSV
Hola necesito recuperar mi chip,HANDOVER_SOLICITUDES
hola necesito el numero de respaldo para cerrar la linea,HANDOVER_SOLICITUDES
Portarme para sacar un movil en pie 0,KGB_MOVIL
tengo problemas con el servicio movistar play,KGB_MODPASSMOVPLAY
No puedo ver todos los canales en mi deco iptv,KGB_CANALFAVDSI
Necesito cambiar correo para cambio de clave,KGB_CAMBIADATOSPERSONALESSV
QUIERO SABER MI BOLETA,KGB_QUIEROPAGAR
Quiero saber sin esta ingresada una orden de instalacion,VENTAS_C2C
Necesit9 comunicarme con un operador por telefono,KGB_TELEFONIAINALAMOVI
Necesito dar de baja un servicio,HANDOVER_SOLICITUDES
Quiero dar de baja un servicio,HANDOVER_SOLICITUDES
Necesito dar de baja un servicio,HANDOVER_SOLICITUDES
estimado me puede dar el numero de rut asociado al telefono de mi tio 982897842,DEUDA_FIJO_MOVIL
anular plan,KGB_SOLCAMBIPLAN
Cuando pueden venir a mi hogar a solucionar el problema,HANDOVER_SOLICITUDES
hola e tratado de descargar el antivirus gratuito que se supone que viene con mi internet pero siempre dice que hay un error y cuando picho atencion al cliente me dice que la pagina esta en mantenc,KGB_INSTAMCAFEE
Hola quiero cancelar el plan,HANDOVER_SOLICITUDES
banda de movil,KGB_CONCERBANDECELU
pero necesito ayuda con linea telefonica de red fija,HANDOVER_SOLICITUDES
El internet no funciona,HANDOVER_SOLICITUDES
No puedo usar el chip,KGB_ACTIVARPREPAGO
Tengo el telefono bloqueado,KGB_CELULARFALLANDO
Necesito dar de baja 1 servicio de internet,HANDOVER_SOLICITUDES
deseo adquirur movistar play,KGB_INGPASSPAREN
Necesito contactarme para hacer un reclamo,HANDOVER_SOLICITUDES
Chip,HANDOVER_SOLICITUDES
Activar mi chip Movistar prepago,KGB_PORTABILIDADPREPAGO
Que puedo hacer para reanudar el plan si pague el 02 09 2019,DETALLE_PLAN_FIJO_MOVIL
cual es la clave del http 192 168 1 1,KGB_INGPASSPAREN
necesito ver una deuda qeu tengo,KGB_QUIEROPAGAR
y quiero saber de cuanto sera la boleta que llegara,DEUDA_FIJO_MOVIL
a que plan esta asociado este numero 966023342,DETALLE_PLAN_FIJO_MOVIL
para realizar un pago en linea,KGB_QUIEROPAGAR
Inserto mi chip y me diste que mi chip viene con falla,REINICIO_PLAN
tengo un contrato de servicio hogar,HANDOVER_BAJA
Nesecito saber porque me cortaron los minutos de mi plan,CONSUMO_MINUTOS_MOVIL
Necesito ocupar mi numero anterior como wsp por el trabajo,KGB_CAMBIONUMTELEFONO
cuando dan la linea despues de pagar,REINICIO_PLAN
Quiero pagar pero el sistema no me deja,KGB_LUGARPAGOMOVI
Hola quiero pagar mi cuenta de telefono fijo pero en las opciones de pago no aparece el Bco Chile,KGB_QUIEROPAGAR
Dice que mi chip presenta problemas,HANDOVER_SOLICITUDES
necesito hacer cambio de chip,KGB_USUARCHIPTRIPLECORTE
Necesito la ultima boleta del numero 993215456 Gracias,KGB_QUIEROPAGAR
Buenas noches como realizo la homologacion de un equipo traido desde el extranjero,KGB_CELUEXTRANJERO
me queria portar a movistar pero la solicitud que me hicieron esta mala,HANDOVER_SOLICITUDES
necesito hablar con un ejecutivo,KGB_MARCARDENTRODECHILE
Movistar hogar por que me cortaron el servicio,HANDOVER_SOLICITUDES
Mi servicio hogar,HANDOVER_SOLICITUDES
Estoy sin servicio hogar internet 225324107,HANDOVER_SOLICITUDES
buenos dias me gustaria saber si recargo en este mes tambien duplican mi recarga,KGB_RECARGAONLINE
mi pago aumento sin motivo,HANDOVER_SOLICITUDES
mi pago aumento,HANDOVER_SOLICITUDES
cuanto se demora en habilitar el equipo movil que fue bloqueado por deuda de 4 dias de arriendo de equipo que se encuentra portable a otra compañia el movil es 944529312,DEUDA_FIJO_MOVIL
Somos una empresa de zona franca Iquique y nos gustaria la visita de un ejecutivo para ver la factibilidad de internet en nuestra zona y algunas otras dudas que tiene el Gerente,HANDOVER_SOLICITUDES
Somos una empresa de zona franca Iquique y nos gustaria la visita de un ejecutivo para ver la factibilidad de internet en nuestra zona y algunas otras dudas que tiene el Gerente,HANDOVER_SOLICITUDES
Somos una empresa de zona franca Iquique y nos gustaria la visita de un ejecutivo para ver la factibilidad de internet en nuestra zona y algunas otras dudas que tiene el Gerente,HANDOVER_SOLICITUDES
Somos una empresa de zona franca Iquique y nos gustaria la visita de un ejecutivo para ver la factibilidad de internet en nuestra zona y algunas otras dudas que tiene el Gerente,HANDOVER_SOLICITUDES
necesito saber el detalle de mi pago,DEUDA_FIJO_MOVIL
HICE LA PORTABILIDAD A ENTEL Y QUERIA SABER POR MI ULTIMA BOLETA PARA MI NUMERO 984398914 QUE SALIO 60MIL PESOS,KGB_PORTABILIDADCOMPLETA
NECESITO SABER POR QUE MI BOLETA ES DE 68MIL PESOS,DEUDA_FIJO_MOVIL
Pero me dijeron que por internet devia generar un codigo para que mi sobrina retire el chip ya que yo no puedo,KGB_COMPRARCHIPMOVI
Como puedo saber el estado cuenta de la ultima boleta asociada al N° cel 998716670,DEUDA_FIJO_MOVIL
no puedo pagar la cuenta,CONSULTA_SOS
quisiera saber si puedo sacar un equipo,KGB_COMPRAREQUIPOMOVICL
No puedo hacer llamadas,CONSUMO_MINUTOS_MOVIL
Hola sabe necesito cambiar el correo y el numero de contacto para poder cambiar clave de sucursal virtual y no se como hacerl9,KGB_CAMBIADATOSPERSONALESSV
Rs necesito cambiar la clave de la sucursal viryual y no tengo la app para hacerlo,KGB_CAMBIARCLAVESVAPPMOVI
Hola necesito pagar la cuenta pero no tengo el numero,DEUDA_FIJO_MOVIL
Quisiera cambiar mi contraseña de minikternet,DEUDA_FIJO_MOVIL
Quiero cambiar mi contraseña,KGB_CAMBIARCLAVESVAPPMOVI
Hola Tengo problemas con el Internet fijo Puede ayudarme,HANDOVER_SOLICITUDES
Informacion sobre lamportabilidad de compañia celular que me ofrecieron cuando contrate el servicio hogar hace unos dias,HANDOVER_SOLICITUDES
bloquearon mi telefono,KGB_TELEFONIAINALAMOVI
necesito recuperar mi numero movistar como puedo hacer,HANDOVER_SOLICITUDES
nesecito ayuda tecnica en television,HANDOVER_SOLICITUDES
necesito saber de que consiste mi plan actual,KGB_SOLCAMBIPLAN
tengo problemas con la señal,HANDOVER_SOLICITUDES
Acabo de pagar la cuenta pero no me deja tener acceso a internet y llamadas,CONSUMO_DATOS_MOVIL
Necesito boleta,HANDOVER_SOLICITUDES
quisiera saber si una persona con registro dicom puede solicitar la portabilidad de un numero,KGB_CAMBIARLINEA
quiero bajar mi plan,KGB_SOLCAMBIPLAN
Por la portabilidad,KGB_MOVIL
HOY ME LLAMARON PARA OFRECERME UN EQUIPO,KGB_LIBREQUIPO
Telefono de Contacto de movistar,KGB_TELEFONIAINALAMOVI
resulta que ya pague esa deuda,HANDOVER_SOLICITUDES
No tengo clave ya q no tengo servios con movistar,DETALLE_PLAN_FIJO_MOVIL
No funciona el internet,HANDOVER_SOLICITUDES
mi boleta indica un costo de mi plan mensual el cual no acepto lo cual debido a que esta elevado,KGB_CAMBIARPASSWIFIRED
No puedo recuperar mi contraseña de Movistar virtual,KGB_CAMBIARPASSWIFIRED
no me acuerdo de mi contraseña para aceder a la pagina de mi router,KGB_CAMBIARCLAVESVAPPMOVI
no tengo internet desde ayer y le cambiaron el nombre y contraseña a mi router,KGB_CAMBIARCLAVEROUTERWIFI
no se el nombre de mi router ni mi contraseña y quiero cambiarla,KGB_CAMBIARCLAVESVAPPMOVI
Finalizar servicio,HANDOVER_BAJA
No tengo internet en mi casa y el modem tiene una luz roja,KGB_CICLOS
hola necesito saber como terminar mi contrato o desactivar mi plan,KGB_SOLCAMBIPLAN
Hola muy buenas noches tengo un problema tengo una boleta atrasada Hice la recarga pero no me hicieron el cobro correspondiente,DEUDA_FIJO_MOVIL
Pague mi boleta y no me activan el plan aun,COPIA_BOLETA_FIJO_MOVIL
Numero congelado,HANDOVER_SOLICITUDES
Hola mi celulr en la mañana estaba con servicio y desde las 7 30 aprox,KGB_MARCARDENTRODECHILE
necesito dar de baja un enlace de internet,HANDOVER_SOLICITUDES
Mi chip tiene problemas,HANDOVER_SOLICITUDES
Mi chip llego en mal estado,HANDOVER_SOLICITUDES
Me vendieron un chip malo,HANDOVER_SOLICITUDES
tengo clave virtual pero no tengo informacion,DETALLE_PLAN_FIJO_MOVIL
necesito informacion de las llamadas de mi telefono y la sucursal virtual no me deja ingresar,KGB_CICLOS
necesito informacion de las llamadas de mi servicio movil contratado,KGB_DETALLE_PLANAPPMOVI
porque no aparece la pestaña consumo en mi sucursal virtual,KGB_SUCURSALVIRTUAL
quiero cambiar mi plan pero no me deja elegir el plan que quiero porque ya soy movistar y ese lo tienen solo para portarse,KGB_SOLCAMBIPLAN
me acaban de llamar que tengo una oferta de equipo porel tipo de plan que tengo,KGB_RECAMBIOEQUIPOMIVIONE
Hola Necesito coordinar una visita de soporte tecnico porque un deco no funciona,HANDOVER_SOLICITUDES
hola me gustaria bajar mi plan de internet,KGB_SOLCAMBIPLAN
HOLA RECARGE MI CELULAR Y NO ME LLEGO EL DUPLICADO,KGB_DETALLERECARGASPREPAGO
hola hace muchos meses solicite revisaran el cobro del la ultima facturacion,DEUDA_FIJO_MOVIL
Necesito favor facturacion,HANDOVER_SOLICITUDES
Problema con wifi,HANDOVER_SOLICITUDES
numero telefonico de atencion al clinete,HANDOVER_SOLICITUDES
No tengo clave virtual,KGB_CAMBIARCLAVESVAPPMOVI
Hola hace poco contrate un servicio hogar y desconozco el numero de este necesito pagar la cuenta y tampoco aparece en mi app,DEUDA_FIJO_MOVIL
Hola Nececito mi ultima voleta y saber por que me anularon mi recarga,DEUDA_FIJO_MOVIL
mi telefono se bloqueo y no se por que,KGB_CELULARFALLANDO
Buenas tardes necesito pagar una deuda de mi equipo Era un plan pero fue dado de baja fui a la sucursal y me dieron un numero con el cual pago solo el equipo pero no puedo hacer el pago atraves de,KGB_QUIEROPAGAR
estoy sin G en mi celular,KGB_CONCERBANDECELU
Modificar correo para recuperar clave de sucursal virtual,KGB_CAMBIADATOSPERSONALESSV
Me han agendado ya 3 visitas a mi domicilio y no han aparecido ninguna vez,HANDOVER_SOLICITUDES
Hola necesito que me cambien el numero el domingo me,KGB_CAMBIONUMTELEFONO
quiero saber porque,CONSUMO_DATOS_FIJO
HOLA NECESITO PAGAR MI INTERNET PERO NO ME ACUERDO DEL NUMERO PARA PAGAR,KGB_CONOCERNUMEROASOCSERV
Necesito un telefono de servicio al cliente,HANDOVER_SOLICITUDES
Hola si me puedes entregar mi ultima boleta,DEUDA_FIJO_MOVIL
Hoy recargue en la pagina y me descontaron La Plata del banco pero no llego la recarga,KGB_DETALLERECARGASPREPAGO
hola quiero consultar respecto a cuantas cuotasme quedan en relacion al arriendo del equipo,KGB_RECAMBIOEQUIPOMIVIONE
Pague mi plan ayer lo pague atrasado y no me lo an cargado para ingresar me pide mi rut y na clave no se cual es la clave,KGB_CAMBIARCLAVESVAPPMOVI
Nesecito bloquear un equipo y un numero de telefono,KGB_BLOQUEARCELIUPERDIROBO
Hola deseo saber quien figura como titular del numero 953936008 por favor,KGB_CONOCERNUMEROASOCSERV
Hola buenos dias mira tengo una queja ya que llevo dos meses sin que me activen el Internet movil y estan pagadas las cuentas al dia la cosa es que eh estado comprando puras bolsas,REINICIO_PLAN
hola buenas tardes necesito recuperar mi clave de mi app mi movistar,KGB_RECUPERACLAVEEMAILNOUSO
Factura internet hogar,KGB_SECCIONESBOLETAMOVIL
Hola pague la cuenta de internet y aun no activan,DEUDA_FIJO_MOVIL
Corte los servicios de internet y plan pero la ejecutiva solo dio de baja el plan,HANDOVER_BAJA
Quiero realizar portabilidad,HANDOVER_SOLICITUDES
quiero realizar portabilidad,HANDOVER_SOLICITUDES
hola mira tengo una deuda y necesito repactar,KGB_QUIEROPAGAR
no menvian clave para poder ingresar,KGB_CAMBIARCLAVESVAPPMOVI
Quiero saber mi deuda mi boleta a pagar,COPIA_BOLETA_FIJO_MOVIL
Hola necesito saber cuantas cuotas me quedan por pagar de mi telefono,DEUDA_FIJO_MOVIL
Estoy sin Internet desde anoche en mi domicilio,HANDOVER_SOLICITUDES
Estoy sin Internet,HANDOVER_SOLICITUDES
hola necesito si me puedes ayudar con una factura para cancelar un equipo que tengo en movistar,HANDOVER_SOLICITUDES
necesito saber si es posible que me entregue informacion de una factura impaga por equipo y ver si la puedo pagar en unired,KGB_QUIEROPAGAR
Como cambiar contraseña,KGB_CAMBIARPASSWIFIRED
Necesito que me solucionen o me detallen porque el cobro excesivo de una recarga SOS,KGB_SALDOSOSAPPMOVI
Sabe lo que pasa es k me compre un chip y tenia 2 lucas y compre una bolsa de 250 pesos y se me acabo y quise poner otra vez 250 y no podia,KGB_COMPRARCHIPMOVI
tuve un problema con el pago de movistar hogar,HANDOVER_SOLICITUDES
tuve un problema con el pago del servicio hogar,HANDOVER_SOLICITUDES
tengo problema con un pago,HANDOVER_SOLICITUDES
Me instalaron Fibra optica,HANDOVER_BAJA
hola necesito cambiar la calve de mi Internet movil,KGB_CAMBIARPASSWIFIRED
necesito acceder al convenio de pago,KGB_QUIEROPAGAR
necesito saber si se pago cuanta vencida,CONSUMO_SALDO_PREPAGO
como puedo bloquear el chip,KGB_BLOQUEARCELIUPERDIROBO
estimado quisiera pagar mi cuenta on line como lo hago,DEUDA_FIJO_MOVIL
Quiero saber mi deuda,KGB_QUIEROPAGAR
quisiera saber como debo hacer para bloquear mi chip ya que fui asaltado y estan dandole uso a mi telefono con chip y todo,KGB_COMPRARCHIPMOVI
me robaron mi telefono,KGB_APLICOSERMOVI
tengo problemas con el internet de mi celular,KGB_CELULARFALLANDO
tengo problemas con mi numero,KGB_CAMBIONUMTELEFONO
Hola sabes quiero saber por que no tengo cable en mi tv,DETALLE_PLAN_FIJO_MOVIL
mi telefono dice sin cobertura,KGB_CELULARFALLANDO
Tengo prepago he contratado bolsas uno me funciona internet,KGB_DETALLERECARGASPREPAGO
hola necesito pagar mi plan lo he intentado varias veces y aparece que no tengo deuda de mi plan y se vence el 8 de septiembre,DETALLE_PLAN_FIJO_MOVIL
Hola quiero contactarme para hacer un reclamo por que no me funciona,HANDOVER_SOLICITUDES
Hola quiero contactarme para hacer un reclamo por que no me funciona,HANDOVER_SOLICITUDES
Telefonia hogar,KGB_TELEFONIAINALAMOVI
Necesito pagar la cuenta ya que me llamo la ejecutiva de que tenia que pagar 9700 pesos mas o menos pero no me sale internet ya que me sale el total,KGB_QUIEROPAGAR
Pagar rebaja de deuda,DEUDA_FIJO_MOVIL
Hola quisiera saber en cuanto tiempo volvere a tener internet despues de haber pagado movistar,KGB_CAMBIARPASSWIFIRED
Internet hogar,HANDOVER_SOLICITUDES
Quiero saber en cuanto tiempo despues de haber pagado mi internet hogar volvere a tener internet en mi casa,DEUDA_FIJO_MOVIL
Deuda internet hogar,HANDOVER_SOLICITUDES
Cuanto se demora en llegar el internet al hogar luego de haber pagado la cuenta asociada,KGB_CICLOS
Contrate un plan y aun no tengo servicio,HANDOVER_SOLICITUDES
Tengo problemas con mi Internet,HANDOVER_SOLICITUDES
Quiero conocer mis puntos movistar,KGB_RECAMBIOEQUIPOMIVIONE
Necesito verificar si tengo a mi nombre un numero telefonico,KGB_CONOCERNUMEROASOCSERV
Hola tenemos problemas con el internet la caja esta encendida pero no hay señal,KGB_MARCARDENTRODECHILE
Problemas de portabilidad,HANDOVER_SOLICITUDES
Como libero mi equipo,KGB_COMPRAREQUIPOMOVICL
buenos dias queria realizar un cambio de posicion de mi modem movistar en la casa,KGB_RECAMBIOEQUIPOMIVIONE
el numero 226417852 esta sin funcionar,HANDOVER_SOLICITUDES
Hola hace un mes que di la baja del plan y aun no lo cortan,HANDOVER_BAJA
Hola tengo un duda sabe acabo de aser la potabilidad mas un equipo a costo cero pero queria saber cuando puedo ir a retirar el equipo y cuanto se demora la portabilidad,REINICIO_PLAN
hola buenas tardes Como puedo bajar mi plan,KGB_SOLCAMBIPLAN
No tengo ni telefono ni Internet,DEUDA_FIJO_MOVIL
el jueves realize una portabilidad de wom a movistar,KGB_REVPORTAPREPAGO
Sabe que yo contrate un equipo fibra optica,HANDOVER_SOLICITUDES
Kiero una prorroga,CONSULTA_SOS
Hola quiero pagar el wifi de mi hogar,KGB_QUIEROPAGAR
Cancele mi boleta,KGB_SECCIONESBOLETAMOVIL
Necesito repactar mi cuenta,KGB_QUIEROPAGAR
Porque la cuenta es 52000 cuando normalmente pago 19000,KGB_VENCIMIENTOCUENTA
el numero es 222750607,HANDOVER_SOLICITUDES
El internet esta malo,HANDOVER_SOLICITUDES
Tengo problemas cln la señal,CONSUMO_DATOS_FIJO
hola el 300819 page mi rentamensula de 10250 hoy me dice que no tengo saldo para llamar que paso no entiendo mi renta esta al dia,KGB_MARCARDENTRODECHILE
Pague mi boleta y aun no recibo mi servicio de internet,REINICIO_PLAN
Quiero contratar internet hogar,HANDOVER_SOLICITUDES
Necesito crear una direccion en Movistar,HANDOVER_SOLICITUDES
Me puede ayudar en recuperar la clave de mi wifi portatil,KGB_CONECTAWIFIMOVIL
Necesito numero de contacto,HANDOVER_SOLICITUDES
Compre un roaming por 149 000,HANDOVER_SOLICITUDES
Tengo un problema con mi plan,HANDOVER_SOLICITUDES
Donde puedo llamar,HANDOVER_SOLICITUDES
Ola quiero saber cuando vence mi boleta,COPIA_BOLETA_FIJO_MOVIL
No funciona mi roaming,KGB_CELULARFALLANDO
Hola me puede indicar si tengo deuda,HANDOVER_SOLICITUDES
Hola quiero saber porque en unired same que tengo una deuda de 77 mil pesos,KGB_MARCARDENTRODECHILE
mi numero de cliente es 226419778,DEUDA_FIJO_MOVIL
Termino de Movistar Play Full,HANDOVER_BAJA
quisiera cambiar mi internet hogar,VENTAS_C2C
Quiero cambiarme de plan,KGB_SOLCAMBIPLAN
Vera que tengo pagado el roaming,HANDOVER_SOLICITUDES
Hola no me a llegado la boleta de mi servicio hogar,KGB_CICLOS
cambiar plan servicio hogar,HANDOVER_BAJA
Cancelar portabilidad,HANDOVER_SOLICITUDES
Cancelar portabilidad,HANDOVER_SOLICITUDES
Cancelar portabilidad,HANDOVER_SOLICITUDES
Cancelar portabilidad,HANDOVER_SOLICITUDES
Hola quiero ver un iphone 7,KGB_COMPRAREQUIPOMOVICL
donde puedo ingresar para terminar con mi plan movistar,HANDOVER_BAJA
Quiero activar un chip movistar,KGB_ACTIVARPREPAGO
Como puedo ingresar el codigo que me da movistar,HANDOVER_SOLICITUDES
como cancelar compra,KGB_MARCARDENTRODECHILE
Ayer recargue mi numero prepago por sencillito com y resulta que se hizo la transaccion y no me llego el saldo tuve que recargar nuevamente,KGB_DETALLERECARGASPREPAGO
Necesito una antena repetidora de señal para hogar,KGB_REPETIDORWIFI
movistarplay es solo para clientes movistar,KGB_QUEESMOVISTARPLAY
Hola queria saber si se puede devolver el sos,KGB_SALDOSOSAPPMOVI
me hurtaron mi movil q tenia internet ilimitado,KGB_FUNCWIFIMOVIL
El control remoto no prende la television,KGB_PRGCONTROREMOTO
equipo costo cero cambiando de plan,VENTAS_C2C
Necesito saber mi estado de deuda,CONSUMO_DATOS_FIJO
no me cargan las paginas de internet en mi movistar hogar,HANDOVER_SOLICITUDES
como me contacto con atencion al cliente,KGB_MARCARDENTRODECHILE
como me contacto con atencion al cliente,KGB_MARCARDENTRODECHILE
hola tengo problemas con mi internet,HANDOVER_SOLICITUDES
Necesito saber mi numero de telefono,KGB_CONOCERNUMEROASOCSERV
Hola buen dia mire el prpblema es que yo cancele mi boleta mensual y me suspendieron el servicio por mora,REINICIO_PLAN
Hola buenas mi telefono se encuentra cortado por no pago y pague el dia sabado 7 de septiembre,DEUDA_FIJO_MOVIL
Hola quiero pagar mi internet,HANDOVER_SOLICITUDES
Hola recarge un monto de 4000 pesos hoy y me descontaron 3150 por cobro del sos de 3000 que recarge el otro dia y hoy pedi un sos de 3000 y no me aparece en el saldo sale que tengo 350 pesos,KGB_DETALLERECARGASPREPAGO
SI NECESITO SABER DE CUANTO ES MI BOLETA A PAGAR,DEUDA_FIJO_MOVIL
Hola me han bloqueado el IMEI de mi telefono por mora sin embargo he pagado al dia,KGB_DETALLERECARGASPREPAGO
Hola nesecito q me cambienmi direccion de domicilio la q ap,HANDOVER_SOLICITUDES
Hola necesito saber donde pago mi cuenta de movistar tv,KGB_QUIEROPAGAR
Nesesito mi voleta que,HANDOVER_SOLICITUDES
necesito internet hogar,VENTAS_C2C
quiero subir los megas demi internet hogar,VENTAS_C2C
Hola fui cliente movistar y compre un celular iphone x como movistar one,KGB_MOVIONE
hola necesito si me pueden enviar mi cartola de pago actualizada por favor,COPIA_BOLETA_FIJO_MOVIL
tengo problemas con mi reuter,HANDOVER_SOLICITUDES
Roaming,HANDOVER_SOLICITUDES
No me funciona el roaming,HANDOVER_SOLICITUDES
Activar chip,HANDOVER_SOLICITUDES
No serious activa el chip,HANDOVER_SOLICITUDES
Buenas tengo un problema con internet,HANDOVER_SOLICITUDES
No puedo ingresar a la sucursal virtual los datos que estan ingresados no son los mios,KGB_CAMBIADATOSPERSONALESSV
si mi boleta esta cancelada,DEUDA_FIJO_MOVIL
Necesito repactar mi cuenta que vence hoy,HANDOVER_SOLICITUDES
Quiero desactivar llamadas solo quiero internet,HANDOVER_SOLICITUDES
necesito saber si mi boleta de agosto esta pagada,KGB_QUIEROPAGAR
Necesito ayuda con un dispositivo de internet que contratamos,HANDOVER_SOLICITUDES
Hola buenas la tarjeta de mi decodificador esta fallando,KGB_FUNCBASICADECO
me puedes dar un numero de telefono para hablar con algun ejecutivo,KGB_MARCARDENTRODECHILE
me puedes dar un numero de telefono para hablar con algun ejecutivo,KGB_MARCARDENTRODECHILE
compra equipos liberados,HANDOVER_SOLICITUDES
He recargado saldo a mi telefono movil pero no me cobra la deuda y permanezco con el servicio suspendido,KGB_COBROREPOSERVICIO
Tengo problemas con la velocidad de Internet y esta recien instalado,KGB_MARCARDENTRODECHILE
Hola buenas tardes quisiera saber el porque me subio tanto el monto de la boleta,COPIA_BOLETA_FIJO_MOVIL
NECESITO SABER SI ESTA REGISTRADO UN NUMERO,HANDOVER_SOLICITUDES
Hola buenas tardes necesito pagar una factura y no me aparece pendiente para cancelar,DEUDA_FIJO_MOVIL
Realize mi baja de servicio,HANDOVER_SOLICITUDES
Para reclamo,HANDOVER_SOLICITUDES
Quiero obtener el registro de llamadas del mes de agosto por favor lo necesito urgente,KGB_BLOQUEAR700
Portabilidad,HANDOVER_SOLICITUDES
No me puedo conectar el tv a Internet,HANDOVER_SOLICITUDES
Se cayo el cable de la linea telefonica Bo tengo servicio,KGB_CANALTV
Contratar canales,KGB_DESCONTRATARCANALES
me cortaron el cable,HANDOVER_SOLICITUDES
Lo q pasa es q me dice q tengo una deuda de 7000 pesos y no se son lo otro es q tengo 11000 pesos de saldo xq no me cobran de ahi ya q no tengo otro medio cm pagar,REINICIO_PLAN
Quiero sacar la cuenta de mi hogar,HANDOVER_BAJA
Tengo un chip movistar y no lo puedo utilizar,KGB_ACTIVARPREPAGO
Necesito que me den un numero nuevo con mi plan,HANDOVER_SOLICITUDES
Como puedo obtener un numero nuevo,HANDOVER_SOLICITUDES
necesito cambiar mi plan,VENTAS_C2C
Hola necesito saber cuando fue el ultimo pago generado,KGB_CICLOS
tengo mi numero movistar,HANDOVER_SOLICITUDES
hice mi portabilidad pero no la han activado,KGB_PORTABILIDADCOMPLETA
Necesito activar mi chip movistar,HANDOVER_SOLICITUDES
buens dias recrgue mi celular 954584815 el dia 01 09 19 y el dia 03 09 19 ya no tenia para llamar no se que paso pero no me habia pasado antes necesito solucionar este problema ya que yo pague,KGB_DETALLERECARGASPREPAGO
Hola necesito saber el saldo de mi celular,CONSUMO_MINUTOS_MOVIL
necesito que me restablescan el servicion de mi plan,REINICIO_PLAN
hola tengo una duda quisiera saber que significa para ustedes que mi apps mi movistar me indiquen que mi plan se reinicio hace 29 dias y la proxima renovacion sera el 12 de setiembre,KGB_CICLOS
Buenas dias estoy sin internet hace quince dias Y no me han resuelto el problema,HANDOVER_SOLICITUDES
Buenas dias estoy sin internet hace quince dias Y no me han resuelto el problema,HANDOVER_SOLICITUDES
hola necesito ar de baja mi plan,HANDOVER_BAJA
Hola quisiera conocer mi boleta,DEUDA_FIJO_MOVIL
Muy buenos dias es posible que me ayuden Necesito cambiar de persona natural y corporacion mi numero es 512323271,KGB_CAMBIARLINEA
Hola quiero saber cuando tengo que pagar el tv cable,KGB_VENCIMIENTOCUENTA
domicilio oficinas comerciales en antofagasta,HANDOVER_SOLICITUDES
Necesito cambiar el correo electronico,COPIA_BOLETA_FIJO_MOVIL
Neceisto asistencia en telefonia,HANDOVER_SOLICITUDES
equipos liberados,HANDOVER_SOLICITUDES
no me entregaron en plazo un equipo comprado en la web,KGB_COMPRAREQUIPOMOVICL
cobertura fibra optica,HANDOVER_BAJA
ultima boleta,HANDOVER_SOLICITUDES
Necesito saber si tengo alguna deuda ya que hasta el momento no me ha llegando ninguna boleta a pagar,DEUDA_FIJO_MOVIL
La semana pasada me generaron una orden para dar de baja mis productos,KGB_MARCARDENTRODECHILE
Mi consulta es mi plan contratado x Falafella tenia un valor de 16990,REINICIO_PLAN
Bueno porque tengo el sevicio bloqueado y no puedo llamar y cada ves que recargo me descuentan de un sos que no he solicitado ademas tengo el servicio cortado desde hace un mes y me diguen cobrando,KGB_MARCARDENTRODECHILE
no funciona mi internet,KGB_RECOUSOBAINALAM
Yo pago 7200 y me recargan 5500 porque pasa eso,REINICIO_PLAN
Necesito ayuda para renovar mi preplan,KGB_SINSALDOCELUPREPAGO
tengo la boleta electronica 127438035 y mi numero fijo es el 512269437 lo ingreso al sistema de pago y me dice que este numero no tiene deuda sin embargo me llego una nota por no pago no entiendo q,DEUDA_FIJO_MOVIL
Hola Buenas tardes El servicio se encuentra cortado y se pago tarde pero ya se hizo hace 10 dias El numero es 322240459 Saludos,KGB_MARCARDENTRODECHILE
Hola Buenas tardes El servicio se encuentra cortado y se pago tarde pero ya se hizo hace 10 dias El numero es 322240459 Saludos,KGB_MARCARDENTRODECHILE
Hola Buenas tardes El servicio se encuentra cortado y se pago tarde pero ya se hizo hace 10 dias El numero es 322240459 Saludos,KGB_MARCARDENTRODECHILE
y pago 7200,HANDOVER_SOLICITUDES
como contactarme con un ejecutibo,HANDOVER_SOLICITUDES
necesito saber porque no se actualiza mi internet hogar lo acabo de pagar online la cuenta y no hay red porque ocurre o es porque debo pagar el otro mes q resta tambien,KGB_MARCARDENTRODECHILE
tengo problemas cn mi cuenta,DETALLE_PLAN_FIJO_MOVIL
mi ultima boleta,DEUDA_FIJO_MOVIL
Tengo problemas con el internet toda la tarde,KGB_CAMBIARPASSWIFIRED
Hola buenas tardes presento problemas con mi sim card,HANDOVER_SOLICITUDES
Por que no tengo 4g si pague la cuenta,DEUDA_FIJO_MOVIL
Hola Sabes que hice una solicitud para reparar banda ancha internet hogar el dia sabado pasado y aun no tengo internet hogar,KGB_MANUALESBAMOVI
Ya pague mi cuenta y me sale en pantalla que estoy morosa,DEUDA_FIJO_MOVIL
Quisiera saber lo q devo,REINICIO_PLAN
necesito bloquear mi sim por robo,HANDOVER_SOLICITUDES
Quisiera saber porque se acabaron mis minutos del plan,CONSUMO_MINUTOS_MOVIL
Hola como puedo saber cual es mi nuevo chip,KGB_ACTIVARPREPAGO
Quiero cambiar la clave del sitio web,KGB_MODPASSMOVPLAY
Quiero saver cuanto gigas me quedan,CONSUMO_DATOS_MOVIL
Roaming,HANDOVER_SOLICITUDES
