text,intent
me gustaria saber la oferta que me dieron por telefoo,Ninguna
estado de mi linea,Ninguna
Necesito saber cuanto es el maximo que puedo gastar al usar la facturacion Movistar en Google Play,Ninguna
Cancele mi cuenta hoy con un descuento que me aplicaron y aun me sale una dwuda,Ninguna
Cambie telefono y plan solamente me activaron el plan,Ninguna
Que significa en los datos de roaming que quedan 14 dias eso esta claro pero despues aparecen seis horas,Ninguna
Buenos dias soy prepago,Ninguna
Sabe me salio sin ret,Ninguna
Hola me podrias indicar si la sucursal de la comuna de la Florida se encuentra abierta,Ninguna
Quisiera saber si la sucursal de la Florida se encuentra abierta hoy viernes 1 de noviembre,Ninguna
Tengo el pack hogar,Ninguna
Hice una portabilidad y no me funciona la sincar,Ninguna
Hola soy daniela estoy de vacaciones en colombia y mi telefono no puede conectarse a la red de telefono dice todo el rato sin servicio No puedo comunicarme solo se conecta a la red wifi,Ninguna
necesito saber el correo que anexaron a mi cuenta,Ninguna
Porfavo quiero saber porq me salieron 30 mil pesos en mi ultima boleta,Ninguna
hola tengo problemas con la paagina de movistar play,Ninguna
Yo tengo un plan de 10000 y Porque me salio 21000,Ninguna
Porque me salio la boleta mucho mas mas que el plan que tengo,Ninguna
Hola me porte con Movistar el 30 de Octubre y aun no puedo utilizar el servicio contratado,Ninguna
Mi numero de celular es 87683922 me porte de GTD movil a Movistar,Ninguna
Como cancelar iptv,Ninguna
telefono servicio al cliente,Ninguna
queria saber por que en la linea que tengo con numero 983746802 no se me refleja el saldo disponiblie,Ninguna
contacto para reclamos internet,Ninguna
Tengo internet hogar,Ninguna
Tengo internet hogar,Ninguna
Tengo internet hogar,Ninguna
Tengo internet hogar,Ninguna
Tengo internet hogar,Ninguna
Tengo internet hogar,Ninguna
Hola necesito saber que sucursal se encuentra abierta hoy,Ninguna
Hola quisiera acceder a servicio tecnico La cuenta esta a nombre de mi marido,Ninguna
Hola quisiera cambiar mi fecha de pago,Ninguna
Tengo dudas con una deuda,Ninguna
Hola alguna sucursal abierta,Ninguna
No tengo redes sociales publicidad falsa,Ninguna
Actualmente tengo un servicio de celular con ustedes,Ninguna
y me salen montos que no son mios mi deuda de mi plan es solo 9 mil y fraccion,Ninguna
halo me pueden contestar,Ninguna
Quiero saber a los cuantos meses puedo renovar el equipo,Ninguna
Solicito un grabacion de una llamada,Ninguna
Cuanto me queda por pagar de mi equipo,Ninguna
Quisiera saber si puedo optar a un equipo,Ninguna
hola me puedes dar laboleta de consumo,Ninguna
Hola buenas tardes el equipo iphone x tienes un descuento de 51 cuanto dura este descuento,Ninguna
Contratamos un plan red fija y para hoy esperamos la visita del tecnico,Ninguna
No me puedo conectarme a Internet del televisor,Ninguna
hola Soy Rafael Vega Soy cliente Movistar y tengo correo movistar cl Quisiera saber cuales son los nombre Puertos y seguridad de los servidores para la configuracion de la aplicacion de correos e,Ninguna
hola Soy Rafael Vega Soy cliente Movistar y tengo correo movistar cl Quisiera saber cuales son los nombre Puertos y seguridad de los servidores para la configuracion de la aplicacion de correos e,Ninguna
hola Soy Rafael Vega Soy cliente Movistar y tengo correo movistar cl Quisiera saber cuales son los nombre Puertos y seguridad de los servidores para la configuracion de la aplicacion de correos e,Ninguna
hola Soy Rafael Vega Soy cliente Movistar y tengo correo movistar cl Quisiera saber cuales son los nombre Puertos y seguridad de los servidores para la configuracion de la aplicacion de correos e,Ninguna
hola Soy Rafael Vega Soy cliente Movistar y tengo correo movistar cl Quisiera saber cuales son los nombre Puertos y seguridad de los servidores para la configuracion de la aplicacion de correos e,Ninguna
hola Soy Rafael Vega Soy cliente Movistar y tengo correo movistar cl Quisiera saber cuales son los nombre Puertos y seguridad de los servidores para la configuracion de la aplicacion de correos e,Ninguna
hola Soy Rafael Vega Soy cliente Movistar y tengo correo movistar cl Quisiera saber cuales son los nombre Puertos y seguridad de los servidores para la configuracion de la aplicacion de correos e,Ninguna
hola Soy Rafael Vega Soy cliente Movistar y tengo correo movistar cl Quisiera saber cuales son los nombre Puertos y seguridad de los servidores para la configuracion de la aplicacion de correos e,Ninguna
hola Soy Rafael Vega Soy cliente Movistar y tengo correo movistar cl Quisiera saber cuales son los nombre Puertos y seguridad de los servidores para la configuracion de la aplicacion de correos e,Ninguna
Hola puedes entregarme el detalle de consumo de datos,Ninguna
hola necesito renovar mi equipo,Ninguna
cuales son mis deudas hogar,Ninguna
Hola hoy me recargaban y aun no tengo datos moviles,Ninguna
Mi red movil Movistar no esta disponible,Ninguna
Mi telefono no accede a la red movil Movistar y no puedo acceder por llamada,Ninguna
No recuerdo mi contraseña de la sucursal virtual,Ninguna
como puedo realizar una portabilidad prepago,Ninguna
Hola Como puedo obtener copia de mis pagos cuenta telefonica fija,Ninguna
Hola tengo problemas con Movistar play,Ninguna
hola buenas escribe bruno lagos quisiera dar de baja movistar play,Ninguna
quiero desactivar movistar play,Ninguna
TENGO PROBLEMAS CON MI PLAN DUO,Ninguna
Tengo un reclamo,Ninguna
Quiero cambiar mi Plan,Ninguna
Perdida de chip,Ninguna
No funciona mis datos,Ninguna
hola tengo una pregunta mi iphone 6s se volvio loco se quedan pegadas algunas teclas y no se que hacer,Ninguna
Quiero consulta si me puedes ayudar El internet,Ninguna
Sabes el internet hogar se encuentra inactivo hace un dia aproximadamente,Ninguna
desaparecio uno de mis numeros de mi sucursal virtual,Ninguna
necesito bloquear un movil por robo,Ninguna
Soy cliente Movistar,Ninguna
tengo un problema al facturar mi movistar en google play,Ninguna
Necesito saber de cuanto es mi plan,Ninguna
Hola quisiera saber si puedo comprar un equipo movil y pagarlo en mi boleta mensual,Ninguna
puedo comprar un equipo y pagarñlo con la cuenta movistar en cuotas,Ninguna
hola quiero saber donde llevar mi celular paera cambio de pantalla en rancagua,Ninguna
me podrian enviar a mi correo una copia de la boleta a mi correo,Ninguna
NO PUEDO REGISTRARME A SUCURSAL VIRTUAL,Ninguna
el detallede mi boleta,Ninguna
tengo plan de internet,Ninguna
Necesito ayuda en la configuracion,Ninguna
Necesito comprar bolsa,Ninguna
hablar con persona,Ninguna
Numero para comprar bolsa,Ninguna
NUMERO DE MOVISTAR PARA COMPRAR BOLSA,Ninguna
Necesito saber promociones de wifi y cobro de instalacion,Ninguna
Necesito que me envien la boleta que vencia hoy,Ninguna
Enviarme boleta que vence hoy,Ninguna
Hola tengo una boleta vencida y una por vencer,Ninguna
Hola como puedo eliminar mi cuenta Movistar play,Ninguna
Hola no tengo canales en la TV,Ninguna
necesito bajar mi plan ya o dar de baja el servicio,Ninguna
Roaming,Ninguna
pin de compra movistar play,Ninguna
alquilar peliculas,Ninguna
Se cortan los canales del cable,Ninguna
Mire hice el pago de mi plan y se me desconto 2 veces en mi cuenta de banco estado,Ninguna
Mañana hay sucursal abierta en Chillan,Ninguna
Lo que pasa que conecte el plan duo pro via telefono y quiero reagendar o que me llamen urgente para la instalacion de mi servicio contratado,Ninguna
desde la sucursal virtual como realizo termino de contrato,Ninguna
quiero solicitar un reembolso,Ninguna
Sucursales o stand disponibles en copiapo,Ninguna
Quiero desastivar un canal premiu,Ninguna
Como configuro mi iPhone 8 para usar el internet de movistae,Ninguna
Como actualizar el apn en mi iPhone,Ninguna
Telefonos costo 0,Ninguna
Telefonos costo 0,Ninguna
cundo paso esto en chile bloquearon mi celular,Ninguna
El problema es que me llego un mensaje de que mi plan ha sido cambiado y yo no he realizado ningun cambio,Ninguna
Me llego un mensaje diciendo que mi plan fue cambiado y yo no he ralizado ninguna gestion,Ninguna
Hola necesito congelar mi telefono por viaje,Ninguna
Hola me salio mas en mi cuenta de Internet y no se donde llamar,Ninguna
no puedo comprar una bolsa,Ninguna
Entro a sucursal virtual ya que pedi si podian actualizar el descuento pero al parecer me dieron la baja del servicio y no me deja pagar tampoco el numero es 228323979,Ninguna
Se corto mi internet domiciliario,Ninguna
estimados necesito dar de baja del servicio de internet,Ninguna
Cuando me llegara el chip,Ninguna
mire yo tengo un trio y este mes me subio el valor como 10000 pesos,Ninguna
Necesito mi ultima boleta,Ninguna
cual es la situacion del reporte numero 632232845123,Ninguna
Hola quisiera saber como solucionar el problema de la inscripcion del IMEI,Ninguna
como desactivar movistar play full,Ninguna
no pueden entregarme ninguna informacion,Ninguna
necesito copia de mi boleta,Ninguna
No he podido usar mi internet,Ninguna
NUMERO ATENCION AL CLIENTE,Ninguna
Como configurar mi apn,Ninguna
Hola una consulta me acaban de robar mi celular con plan en Osorno que puedo hacer ya q no hay oficina,Ninguna
DONDE DEBO BUSCAR PARA CERRAR UN PLAN Y MANTENER MI NUMERO,Ninguna
Necesito inscribir mi equipo porque es del extranjero y me lo acaban de bloquear,Ninguna
La sucursal de San Bernardo mall plaza sur,Ninguna
Hola Quiero contratar movistar one hace mas de una semana pero su pagina no me lo permite,Ninguna
Hola necesito activar mi numero a privado,Ninguna
Numero de telefono movistar,Ninguna
Hola cuanto con un plan S queria saber si al momento de llamar a otro numero Movistar este tendria costo alguno de los minutos de mi facturacion,Ninguna
En mi deuda,Ninguna
Hola mira tengo una duda con la boleta del mes pasado y con la actual,Ninguna
Hola Quiero saber cuanto me falta para poder cambiar de equipo,Ninguna
Saldo,Ninguna
Hola quiero ver si puedo cambiarme a Movistar one ya soy cliente de Movistar,Ninguna
mi internet es ta lento,Ninguna
Hola Asistente necesito un numero para llamar de movil Entel al servicio tecnico o donde pueda dar de baja el servicio hogar tu e internet,Ninguna
No funciona,Ninguna
cancelar plan,Ninguna
Hola queria saber como puedo hacerlo si se me olvido la contraseña,Ninguna
Plan,Ninguna
Hola tengo una linea prepago fija numero 6036629 no tiene tono mi telefono,Ninguna
tengo una duda con el pago de mi cuenta,Ninguna
No tengo clave,Ninguna
Puedo cargar el celular cuando tiene plan,Ninguna
El telefono es 977646323 se puede recargar,Ninguna
No es un prepago,Ninguna
hola existen descuentos movistar para cine hoyts,Ninguna
quisiera saber el numero,Ninguna
buenas tardes es para consultar por una rebaja para cancelar lo atrasado que tengo me llamaron el miercoles ofreciendo esa posibilidad,Ninguna
Sin internet,Ninguna
Hola mi chip prepago no me toma nada de señal y me dice que el chip no esta insertado quiero saber si me pueden dar un chip nuevo con el mismo numero,Ninguna
Hola consulta en el tema de movistar hogar necesito telefonia fija cable y wifi,Ninguna
No puedo llamar ni recargar saldo tampoco puedo ejecutar codigos,Ninguna
Quiero que me desbloqueen el chip,Ninguna
Hola la semana pasada me llamaron para contratar un plan movil,Ninguna
Cual es la pagina para renovar equipo,Ninguna
hola quiero saber porque no cuento con cable en casa,Ninguna
Hola buenas Queria consultar sobre un plan que yo tengo,Ninguna
tengo un plan de basico,Ninguna
el internet movil no me funciona y al momento de tratar de consultar el saldo me sale que tengo salgo insuficiente,Ninguna
Cargue mi celular con 2000 mil peso y me descontaron un sos que no pedi,Ninguna
Me robaron el celular y necesito bloquearlo,Ninguna
Cambie chip desde Entel a movistar,Ninguna
quiero dar de baja el servicio de tv cable,Ninguna
Cambie chip desde Entel a movistar en un iPhone y me pide el id,Ninguna
A que numero,Ninguna
visita a domicilio,Ninguna
quiero saber estado de visita,Ninguna
Hola donde puede ver el estdes de mi requerimiento,Ninguna
Hola hace dos semanas me porte de movistar a wom quiero saber cuando me cortaran el plan que tengo con movistar,Ninguna
Hola compre una boksa de 4 gigas y no se a activado,Ninguna
Que pasa con la señal de movistar en la region de la araucania comuna puren,Ninguna
Como saber el Numero de mi chip,Ninguna
Quiero saber mi numero de celular no me pide el pin,Ninguna
El chip es nuevo y no se su numero,Ninguna
Mi cuenta esta al dia y no tengo datos moviles,Ninguna
Cambiar de plan,Ninguna
quiero saber cual es el plan hogar que tengo,Ninguna
No puedo registrarme en la sucursal virtual,Ninguna
si viajo a isla de pascua necesito pagar roaming,Ninguna
necesito roaming en isla de pascua,Ninguna
Lo que pasa es que no tengo señal desde las 12 del dia en mi televison,Ninguna
Hola tengo un problema con la boleta,Ninguna
Buenas tardes no puedo activar mi nuevo chip,Ninguna
Si me pueden enviar la boleta a mi correo,Ninguna
Si compro un telefono cuando me llega,Ninguna
Hola quiero arrendar una pelicula en movistar play y me dice que no puedo ya que pase el limite de arriendos en el mes,Ninguna
Estoy en USA y contrate roaming y no m funciona,Ninguna
Necesito internet,Ninguna
Hice una recarga de 2000 ingrese todo lo que me pidio la pagina y al final me dijo que no se hizo la recarga pero igual me descontaron los dos mil,Ninguna
Quiero cambiari numero de plan extraviado a este chip,Ninguna
Tengo aue enviar mi fotocopia de carnet para autorizar la baja de mi plan,Ninguna
Me han bloqueado el celular,Ninguna
Como puedo hacerlo para eliminar elimina la portabilidad la otra compañia,Ninguna
En este momento soy cliente de Movistar y quise cambia de compañia Como lo hago para detener el proceso,Ninguna
Roaming,Ninguna
No puedo hacer llamadas en equipo nuevo,Ninguna
Hola al parecer bloquearon mis datos moviles,Ninguna
No tengo red,Ninguna
Tengo una duda si ingreso mi rut 10800731 1 me aparece una deuda de 80 000 pero si ingreso mi numero aparece otro monto n 73681450 Cuanto es lo que tengo que cancelar,Ninguna
No tengo contraseña q me piden necesito saber mi deuda de internet d casa,Ninguna
Por que no se ha realizado mi portabilidad,Ninguna
Los precios de los equipos prepago de la pagina tambien aplica en la tienda fisica,Ninguna
Quiero contactar con Movistar,Ninguna
Numero telefonico de movistar,Ninguna
Recibo en mi Correo una cuenta todos los meses y no es mia porque no le cambian direccion de entrega supongo que ustedes saben quienes son sus clientes,Ninguna
Hola Buenos dias tengo problemas con mi boleta mensual,Ninguna
Hola quiero conocer el detalle de mi plan actual,Ninguna
Necesito con urgencia saber un numero que llamo al telefono fiji,Ninguna
Quiero saber cuando renuevo mi plan,Ninguna
No tengo wifo,Ninguna
Hola quiero saber cuanto pague en mi cuenta movistar hogar el mes pasado,Ninguna
Buenas tardes necesito saber q debo hacer para dar de baja un servicio de mi cuenta,Ninguna
ejecutivo real no una maquina,Ninguna
boleta mensual,Ninguna
Hola quisiera bloquear mi chip ya que subri un robo,Ninguna
me han bloqueado el telefono,Ninguna
Mi estimado quiero hacer una llamada al extranjero y en mi equipo no me deja no se si hay problema de linea,Ninguna
Llamo a la linea 6006003000 pero no me dan respuesta,Ninguna
Hola se puede pagar lo ayrasado porque ya m llego la boleta de noviembre,Ninguna
Estoy atrasado con la boleta de octubre que vencio el 21 Se puede pagar esa boleta porque ya m llego la noviembre,Ninguna
Tengo problemas con mi boleta,Ninguna
Hola nesecito que puedo pedir una prorroga para mi plan,Ninguna
Sacar chip,Ninguna
Perdida de chip,Ninguna
necesito el detalle de mi deuda,Ninguna
Necesito que me revisaria un equipo por favor,Ninguna
Hola buenas tardes sabes tengo una consulta ayer me compre un celular en falabella con un plan en su compañia la vendedrora me dijo que despues de tres horas se activaria el chip,Ninguna
necesiti el numero de seguimiento de una compra que hice,Ninguna
Hola mi papa era entel y ahora se porto a movistar el chip aun no esta operativo tiene red pero no llama y el chip antiguo sigue recibiendo llamadas,Ninguna
precio de los decodificadores,Ninguna
Buenas noches Me llego por correo electronico el cobro de una cuenta Movistar que tiene plazo de pago el 21 de noviembre,Ninguna
Yo me encuentro fuera de chile y no tengo un password,Ninguna
Hola contrate un plan el viernes y el internet anda demasiado intermitente,Ninguna
Necesito ayuda con internet lenta,Ninguna
Mi plan contratado es de 9990 y mi cuenta llego x 11400,Ninguna
Hola Ya me corresponde hacer cambio de equipo por Movistar One y queria saber a que sucursales puedo ir Mañana,Ninguna
Necesito activar mi chip Movistar,Ninguna
quiero comprar un producto pero lo quiero asociar a un pago automatico,Ninguna
necesito activar mi plan,Ninguna
necesito bloquear mi telefono y chip me acaban de asaltar y robar,Ninguna
Intermitencia en el internet,Ninguna
Movistar hogar,Ninguna
Quiero saber cuando se activa el plan en este numero,Ninguna
Llevo 4 dias sin internet vino el tecnico y no soluciono nada,Ninguna
Me facturaron dos boletas para el numero fijo 225271614,Ninguna
Auncomo repactar deuda Vence mañana,Ninguna
Quiero saber cuando abren la sucursal en puente alto,Ninguna
Quiero cambiar mi equipo por movistar one,Ninguna
Hola acabo cancelar mi boleta en linea pero no me aparece como pagada pero en mi tarjeta si se desconto,Ninguna
Quisiera saber telefono para llamar movistar,Ninguna
No tengo clave virtual por eso no me sirve esa opsion,Ninguna
Quiero saber si puedo comprar un equipo de los que estan en venta liberados en tienda presencial,Ninguna
Mi telefono se bloqueo,Ninguna
El internet,Ninguna
que pasara con el plan al no tener equipo para usar el plan,Ninguna
hola quiero saber el detalle de mi boleta,Ninguna
En mi boleta ya es el segundo mes que me cobran algo extra y yo no he contratado nada,Ninguna
como activar compartir gigas,Ninguna
perdi mi chip con el plan,Ninguna
Hola quisiera cambiar mi plan,Ninguna
Hola necesito porfavor me aclaren boleta que debo cancelar el 21 de noviembre son 35 siendo que pago 17000 mensual,Ninguna
Renovacion de equipo celular,Ninguna
Queria saber si en la comuna de Coronel habian limitaciones en cuanto al internet,Ninguna
A que numero tengo que llamar para activar mi chip,Ninguna
A que numero tengo que llamar para activar mi chip movistar,Ninguna
Hola quisiera saber cual es mi deuda,Ninguna
Quiero boleta,Ninguna
necesito saber como puedo descargar el antivirus gratis de movistar que me lo ofrecieron al instalar en,Ninguna
Hola mi esposo acaba de hacer una recarga de 4000 a traves de su tarjeta debito,Ninguna
Ese es mi numero de rut,Ninguna
hola no puedo recargar mi movil en linea,Ninguna
Porque si mi movil es plan y esta cancelado me lo cortaron,Ninguna
ayer pague mi cuenta de movistar,Ninguna
ME PORTE A OTRA COMPAÑIA Y AUN ME SIGUEN COBRANDO POR MOVISTAR QUE SUCEDE,Ninguna
Quiero cambiar de plan pero con telefono y pagarlo a traves de la boleta,Ninguna
como saber si aun estoy en movistar,Ninguna
Hola necesito comunicarme con un ejecutivo ya que cancele la deuda y aun aparece como no cancelada,Ninguna
Hola necesito comunicarme con un ejecutivo ya que cancele la deuda y aun aparece como no cancelada,Ninguna
no tengo paguina virtual,Ninguna
te escribo porqur acabo de pagar mi cuenta movil pero aun sigue suspendida,Ninguna
tengo el servicio cortado y ya pague,Ninguna
Resulta que yo pague mi cuenta y aun me aparece deuda,Ninguna
me Aceptaron mi prorroga y no me la han dado,Ninguna
Hola el numero de telefono 979146325 a nombre de mi mama Maria Angelica parada no puede recibir llamadas no conectar a internet desde ayer,Ninguna
Quiero pagar mi cuenta de playstore a mi cuenta movistar,Ninguna
La hice y no se activado aun,Ninguna
Hola queria solicitar una prorroga,Ninguna
Cuando se lanza Aura,Ninguna
Cuando puedo contratar movistar home,Ninguna
hola pague mi cuenta y mi servicio de celular no fue repuesto mi numero es 983617717,Ninguna
necesito mi detalle de la ultima bolet,Ninguna
hola tengo un problema con una recarga que hice online el jueves 31 y aun no me a llegado nada tengo el comprobante pero aun no me llega la recarga,Ninguna
hice una recarga online y aun no me llega,Ninguna
hice una recarga online y aun no me llega,Ninguna
hice una recarga online y aun no me llega,Ninguna
hice una recarga online y aun no me llega,Ninguna
pague mi plan pero aun no se me habilitan mis servicios,Ninguna
Hola sabe estoy atrasado con una cuenta con mi plan,Ninguna
buen dia me podrian dar señal ya que la cuenta se encuentra pagada,Ninguna
me cortaron la television,Ninguna
Porque me cortaron el servicio si cambie mi fecha de pago,Ninguna
me cortaron la television y la fecha de pago es el 9 de octubre,Ninguna
hola quisiera saber a que hora me habilitaran el servicio de mi numero 982116025 el cual fue cancelado hoy,Ninguna
Ya pedi un prorroga y aun asi no me deja llamar,Ninguna
me cortaron la television y el vencimiento es 9 de noviembre,Ninguna
Me cortaron servicio por no pago ya cancele y no tengo señal de cable,Ninguna
porque cortaron el servicio y si mi cuenta vence el 9 de noviembre,Ninguna
pague hace media hora mi telefono,Ninguna
Valor de mi plan,Ninguna
he pagado mi cuenta,Ninguna
porque me cortaron la television si la boleta vence el 9 de noviembre,Ninguna
Ise la portabilidad inserte el chip y no me deja realizar llamadas,Ninguna
No puedo realizar llamadas recien m porte,Ninguna
Pague mi cuenta de celular pero sigo con el celular cortado Como hago para volver a activar,Ninguna
Hice la cancelacion de la ultima boleta monto 11 554 con fecha 29 10 19,Ninguna
tengo una consulta yo jamas he contratado servicios de gameloft y aparecen 7900 pesos en mi boleta hace 7 meses y quiero que lo eliminen inmediatamente que hago,Ninguna
Nesesito devolver el internet hogar,Ninguna
Necesito retirarme de movistar tengo trio,Ninguna
Nesesito el numero de un ejecutivo,Ninguna
Estoy sin servicio,Ninguna
pague mi cuenta atrazada me guistaria saber cuanto se tarda en restablecer el servicio,Ninguna
necesito urgente hablar con alguna operadora ya que me estan cobrando una cuenta que aun no vence y estoy tratando de cancelar ademas que no me hicieron un descuento por un servicio de internete,Ninguna
necesito saber el deglose de mi deuda,Ninguna
Se pago la cuenta on line pero al parecer no se registro el pago porque me cortaron los servicios,Ninguna
hola necesito saber despues de cuano de haber pagado un servicionqueda operativo,Ninguna
Quiero eliminar el servicio de Internet hogar,Ninguna
saldo,Ninguna
Hola quiero dar de baja el cervivio de telefonia y dejar solo cable e internet,Ninguna
Hola lo que pasa que cancele mi cuenta y aun no me dan el servicio,Ninguna
mi boleta llega a nombre de otra persona,Ninguna
mi cuenta vencia hoy,Ninguna
ya pague mi cuenta pero me cortaron el servicio,Ninguna
tengo milinea telefonica y 4g con problemas,Ninguna
Quiero registrar mi movil pero soy extranjera y no tengo la boleta de compra como puedo hacerlo,Ninguna
Buenos dias deseo saber si mi cuenta de celular esta impaga,Ninguna
No tengo la clave de la sucursal virtual,Ninguna
Hola tengo una deuda con movistar Mi servicio es de telefono cable e internet Tengo una boleta de 81 000 y ahora por vencer 60 000 He llamado varias veces para solucionar mi problema,Ninguna
internet,Ninguna
Hola necesito contratar telefonia hogar,Ninguna
mi saldo para pagar mi telefono,Ninguna
necesito bloquear mi movil,Ninguna
Me cortaron el servicio hogar y estaba pagado,Ninguna
Compre un telefono nuevo y no se do de activar el chip,Ninguna
Quiero dar debaja u Decodificador,Ninguna
necesito pagar la cueta,Ninguna
necesito pafar cuenta numero movil 9961194126,Ninguna
podrian mejorrar la plataforma de atencion,Ninguna
El dia de ayer pague cuenta de mi celular 965740772,Ninguna
Me cortaron el servicio y la cuenta fue pagada ayer,Ninguna
NECESITO PAGAR LA CUENTA PERO ME ARROJA ERROR DEL SERVIDOR DE MOVISTAR,Ninguna
Estoy sin servicio en mi celular,Ninguna
Buenos dias acabo de pagar la cuenta del telefono fijo de nuestra escuela y no me dio comprobante de pago quiero saber como puedo acceder al comprobante,Ninguna
LA PAGINA DE MOVISTAR CL NO ME DEJA PAGAR LA CUENTA,Ninguna
Necesito saber si se puede repactar una deuda,Ninguna
Hola no tengo internet ni señal de telefono en mi casa el numero es 0572438530 iquique,Ninguna
QUISIERA SABER CON RESPECTO A MI CUENTA DE RED FIJA RUT 15 868 458 6,Ninguna
Necesito comprobante de pago de mi telefono fijo,Ninguna
llevo una hora tratando de pagar mi cuenta de cellular,Ninguna
Hola tengo un problema con television,Ninguna
uno de mis modem no funcion,Ninguna
Hola hice una recarga de 10 000 a mi numero 987071828 pero al terminar la transaccion n°90434372679438060 me envia un mensaje que dice que no se pudo completar,Ninguna
NECESITO PAGAR CUENTA PERO VENCE 21 DE NOVIEMBRE Y ME CORTARON EL SERVICIO Y APARECEN DOS CUENTAS CON DISTINTOS VALORES,Ninguna
necesito comprar este equipo pero la pagina indica que no hay stock,Ninguna
Reposicion del sistema,Ninguna
Nesecito desbloquear el pink de mi celular se me olvido la clave al encender mi telefono mi celular es 961191160,Ninguna
como puedo saber cual es la deuda de un telefono que me compre y me lo bloquearon por imei para poder pagarla y regularizarlo,Ninguna
Consulta sqbes que estoy intentando cancelar la deuda de Movistar y me sale error,Ninguna
Hola resulta que hace tiempo tuve un telefono con plan en su compañia y me habian asaltado y me lo habian robado resulta que ahora sale activo no se que compañia pero esta activo que hago,Ninguna
problemas de internet,Ninguna
TENGO INTERNET CON USTEDES,Ninguna
quisiera saber si mi chip de celular esta habilitado,Ninguna
como puedo activar un chip movistra,Ninguna
Necesito cancelar mi plan,Ninguna
tengo una deuda pendiente del mes de junio,Ninguna
se rompio mi telefono,Ninguna
Se puede cancelar un servicio con un poder simple de el titular de la cuenta,Ninguna
lo q pasa es q soy colombiano y no alcanse aregistrar el imei,Ninguna
no puedo activar el desvio de llamadas en mi celular,Ninguna
no funciona el desvio de llamadas da error,Ninguna
Tengo dos boletas pendientes y necesito saber si pago la mas atrasada tengo la reposicion del servicio,Ninguna
Tengo un aumento en mi boleta,Ninguna
Necesito repactar mi deuda de celular,Ninguna
Necesito repactar mi deuda de celular,Ninguna
Necesito repactar mi deuda de celular,Ninguna
Necesito repactar mi deuda de celular,Ninguna
necesito dar de baja un plan asociado a mi rut,Ninguna
hola sabes compre mi celular en italia y me di cuenta que no podia usar el equipo aca en chile me llego un mensaje de subtel para inscribirlo pero aun si ya lo hice aun esta bloqueado,Ninguna
necesito saber sobre el cobro de mi factura electronica,Ninguna
Horario de atencion,Ninguna
hola necesito un nuevo equipo,Ninguna
Necesito saber cuales son las sucursales que puedo asistir para cerrar cuentas,Ninguna
Buen dia necesito solicitar una prorroga,Ninguna
Necesito solicitar una prorroga,Ninguna
quiero pagar mi cuenta,Ninguna
y no puedo,Ninguna
quiero pagar,Ninguna
quiero pagar,Ninguna
necesito dar de baja un servicio,Ninguna
dar de baja servicio,Ninguna
Quiero dar de baja clable de mi casa,Ninguna
No tengo clave para ingresar a app ni movistar cl necesito q me contacte un ejecutivo,Ninguna
hola necesito saber el estado de una cuenta que fue pagada hoy,Ninguna
Dar de baja el cable de mi casa,Ninguna
hola necesito saber cuantos puntos tengo,Ninguna
hola buenas tardes quisiera saber el valor de servicio,Ninguna
quiero saber mis puntos movistar,Ninguna
Hola ayer cancele mi plan y hoy me lo cortan llamo para tener un atencion al cliente no hay caso,Ninguna
No funciona mi lista de canales,Ninguna
Necesito retirar equipo en sucursal,Ninguna
En el 105 no atienden mi reclamo llevo mas de 5 min en esoera,Ninguna
Deribeme sin contraseña,Ninguna
quisiera saber sobre la eSiM,Ninguna
hola Necesito liberar un telefono antiguo para uso internacional Me ayudan porfa Gracias,Ninguna
Necesito liberar mi telefono Movistar para otras compañias,Ninguna
Hola necesito contratar un decodificador para mi otro television,Ninguna
necesito saber si mi equipo llego de servicio tecnico ono,Ninguna
HOLA BUENOS DIAS MIRE EL MES PASADO SE PIDIO DAR DE BAJA UN PLAN DE TELEFONO POR LOS COBROS EXESIBIS,Ninguna
Necesito contratar wifi,Ninguna
srta quisiera saber como puedo hacer que quiero que me llgue a parte las boletas de cada n umero de celular que tengo,Ninguna
Hola para contratar espotifait,Ninguna
SOLICITE DAR DE BAJA UN PLAN DE A TELEFO EL MES PASADO Y HOY NUEVAMENTE COBRARON LA TOTALIDAD DEL PLAN,Ninguna
Necesito pagar mi cuenta y no se puede por la pagina,Ninguna
Cuantos meses llevo pagado de mi equipo celular,Ninguna
Mi aparato esta bloqueado,Ninguna
TENGO PROBLEMAS CON MIS REDES MOVILES,Ninguna
Mi aparato esta bloqueado,Ninguna
NO TENGO SEÑAL,Ninguna
hola tengo una consulta necesito pagar la cuenta de un numero de telefono pero me solitan numero de cliente,Ninguna
realice una recarga en linea pero no se realizo la recarga a mi telefono y si se hizo el descuento de mi chequera electronica,Ninguna
Tengo contratado servicio de banda ancha inalambrica desde hace dos Año,Ninguna
COMO PAGAR MI CUENTA ATRASADA,Ninguna
Necesito desactivar un servicio,Ninguna
Hola tengo un problema con un modem USB intento cargar dinero en el numero pero me dice que no es de prepago Movistar,Ninguna
Necesito desactivar un servicio,Ninguna
Hola necesito saber porque me estan cobrando mas de lo acordado en mi plan por la cuenta de mi internet hogar el otro dia me llamo una chica diciendo q me subirian la velocidad por mil pesos mas,Ninguna
Hola el martes de la semana pasada solicite dar de baja mi internet hogar asociado al numero 3222562208 tengo desconectado el rauter desde ese momento quiero saber si ya se hizo efectivo,Ninguna
